,0
чехов,4.60517
a,3.91202
эстетический,3.50656
копылов,4.60517
левобулачный,3.91202
раса,4.60517
вместе,2.52573
гказань,2.40795
улибрагимов,4.60517
инновационнотехнологический,3.91202
медиацентр,3.91202
координационный,2.52573
активный,2.40795
позиция,2.20727
межнациональный,3.21888
межконфессиональный,2.99573
противодействие,2.65926
идеология,3.21888
режим,1.89712
оборона,2.99573
хозяйственный,3.21888
снабжение,3.21888
омтс,4.60517
городок,2.52573
комбинат,3.50656
питание,2.65926
торговля,2.99573
оздоровительноспортивный,4.60517
кордон,4.60517
стационарный,3.91202
учебноэксплуатационный,3.91202
автомобильный,2.65926
транспорт,1.77196
капитальный,3.91202
ремонт,3.21888
физикохимический,3.21888
вещество,3.21888
округ,2.30259
ноц,2.99573
квантовый,2.30259
оптика,2.81341
нанофотоник,3.50656
лазерный,3.21888
экстремальный,3.50656
комплексный,2.12026
регуляция,3.21888
клетка,2.99573
стрессфактор,3.50656
радиоспектроскопия,3.91202
резонансный,3.50656
свойство,2.99573
конденсировать,2.99573
геофизический,2.65926
материаловедение,2.99573
рыночный,4.60517
глобализация,4.60517
атмосфера,2.81341
солнечноземельный,3.50656
палеоэкология,3.50656
региональный,1.89712
кгу,2.81341
императорский,2.65926
тггпу,3.91202
егпу,3.91202
кфэя,4.60517
коллегиальный,3.91202
орган,1.7148
вспомогательный,3.91202
обслуживающий,3.91202
документыоб,4.60517
кфуприказ,4.60517
минобрнауки,2.40795
назначение,2.20727
вид,1.77196
копийприказ,4.60517
среднее,2.20727
образованияустав,4.60517
университетприказ,4.60517
внесение,2.52573
устать,3.21888
автономный,2.04022
учреждение,1.7148
копияприказ,4.60517
декабрь,1.83258
копиялист,4.60517
егрюла,3.91202
внести,2.65926
учредительный,3.91202
документылист,4.60517
июль,1.77196
документылицензия,4.60517
осуществление,2.99573
приложениямилицензия,4.60517
приложение,1.7148
фссвидетельство,4.60517
приложениямисвидетельство,4.60517
приложениямиприказ,4.60517
приложенить,4.60517
продление,3.21888
аккредитациилокальный,4.60517
акт,2.52573
предусмотренный,3.21888
настоящий,1.77196
законаправить,4.60517
распорядок,3.91202
кфуправило,4.60517
ггрегламент,4.60517
восстановление,3.91202
отчисление,3.91202
студентовположение,4.60517
возникновение,3.50656
приостановление,4.60517
прекращение,3.50656
между,2.52573
учреждениемколлективный,4.60517
кфусоглашение,4.60517
администрация,3.21888
кфудополнительный,4.60517
соглашение,2.99573
гкорпоративный,4.60517
кфуотчёт,4.60517
самообследованияз,4.60517
гказанский,4.60517
головной,3.21888
организацияелабужский,4.60517
кфунабережночелнинский,4.60517
кфуфилиал,4.60517
город,1.83258
чистополёз,4.60517
зеленодольскфилиал,4.60517
чистополепоказатель,4.60517
самообследование,4.60517
согласно,2.40795
показатель,3.50656
подлежать,3.21888
ак,2.99573
образованияз,4.60517
чистополедокумент,4.60517
общеобразовательный,1.83258
реализовать,2.04022
типовой,2.81341
утратить,3.91202
сила,2.65926
некоторый,3.21888
организационнораспорядительный,4.60517
соглашень,4.60517
случай,2.04022
пао,2.99573
сбербанк,3.50656
образованиять,4.60517
кфуитлицей,4.60517
кфудоговор,4.60517
услугприказ,4.60517
услугакт,4.60517
услугквитанция,4.60517
услугилица,4.60517
имнилобачевскогоприказ,4.60517
фгаоувпо,3.50656
кпф,2.65926
школеинтернат,4.60517
кфуобразец,4.60517
класспредписание,4.60517
осуществлять,2.12026
надзор,3.91202
исполнение,2.81341
предписанийраспоряжение,4.60517
возобновление,4.60517
кфусвидетельство,4.60517
зарегистрировать,2.99573
гсвидетельство,4.60517
её,3.50656
нахождение,3.91202
серия,2.65926
причинять,4.60517
вред,3.91202
университетправить,4.60517
товар,3.91202
возврат,3.50656
денежный,2.81341
эксперимент,4.60517
использование,1.89712
документовприказ,4.60517
вместеприказ,4.60517
нерабочий,4.60517
май,1.77196
университетаоб,4.60517
старый,2.81341
ноябрь,2.04022
александр,2.81341
i,2.12026
подписать,2.30259
утвердительный,4.60517
грамота,3.21888
первоначально,4.60517
разместиться,3.91202
гимназия,3.21888
